,Nome,Categoria,Link,Persone/Pezzi,Ingredienti,Steps
55,Cannelloni,Primi piatti,https://ricette.giallozafferano.it/Cannelloni.html,4,"[['Farina 00', '100g'], ['Uova', '1'], ['Latte intero', '300g'], ['Burro', '20g'], ['Farina 00', '20g'], ['Noce moscata', 'q.b.'], ['Sale fino', '1pizzico'], ['Salsiccia', '200g'], ['Carne bovina', '300g'], ['Parmigiano Reggiano DOP', '100g'], [""Olio extravergine d'oliva"", 'q.b.'], ['Cipolle', '80g'], ['Sedano', '60g'], ['Carote', '80g'], ['Vino rosso', '50g'], ['Sale fino', '1pizzico'], ['Pepe nero', '1pizzico'], ['Passata di pomodoro', '300g'], ['Parmigiano Reggiano DOP', '15g']]","Per preparare i cannelloni iniziate dal condimento. Pulite e tritate finemente sedano, carota e cipolla Poi eliminate il budello della salsiccia e tritate al coltello A questo punto spostatevi ai fornelli. Nella casseruola calda con un filo d’olio versate la salsiccia Quando si è ben dorata aggiungete le verdure tritate mescolate e alzate la fiamma. Lasciatela rosolare senza fretta. Sfumate con il vino rosso Non appena l'alcol sarà evaporato aggiungete la passata di pomodoro Mescolate per incorporarla e sciacquate il recipiente con un po’ d’acqua per raccogliere l’avanzo; quindi salate. Coprite con il coperchio Lavorate l'impasto con le mani A questo punto avvolgetelo con della pellicola per alimenti e lasciatelo riposare per circa 1 ora in un luogo fresco e asciutto in modo da acquisire la giusta elasticità.Preparate la besciamella. Per prima cosa occorre scaldare il latte, aromatizzato con noce moscata e sale In un altro tegame versate il burro Dopo un paio di minuti otterrete un roux color nocciola, togliete dal fuoco un momento e versate il latte, ormai cald circa 4-5 minuti. Trasferite la besciamella in una ciotola di vetro e coprite con la pellicola a contatto Una volta fredda, se dovesse risultare troppo densa, allungatela con un po’ di latte. Riprendete il vostro panetto di pasta all'uovo Una volta ottenuti i vostri rettangoli di pasta scottateli uno per volta per circa 1 minuto in acqua bollente leggermente salata. Scolateli e trasferiteli su un vassoio dove avrete posto un panno da cucina, è importante stendere perfettamente i vari rettangoli senza sovrapporli se preferite potete passarli in acqua fredda per bloccarne la cottura. Nel frattempo il ragù sarà pronto e raffreddato tenetene da parte 250 g.Al restante ragù aggiungete il formaggio grattugiato Amalgamate Prendete un rettangolo di pasta e farcitelo con il ragù solo da un lato lasciando un paio di cm dal bordo dalla parte larga. Quindi arrotolate la sfoglia su se stessa Sigillate la pasta per formare dei cilindri Distribuite un paio di cucchiai di besciamella sul fondo di una pirofila da forno Posizionate i vostri cannelloni. Ricopriteli con la besciamella rimasta e i 250 g di ragù tenuto da parte, 15 g di formaggio grattugiato "
56,Pasta frolla,Dolci,https://ricette.giallozafferano.it/Pasta-frolla.html,1,"[['Uova', '110g'], ['Farina 00', '500g'], ['Zucchero a velo', '200g'], ['Burro', '250g'], ['Scorza di limone', '1']]","Per preparare la pasta frolla con il metodo della sabbiatura cominciate versando la farina in un mixer Azionate le lame a più riprese fino ad ottenere un composto sabbioso Spegnete le lame e unite lo zucchero a velo Azionate nuovamente il robot per pochi istanti, stavolta abbassando la velocità così le lame misceleranno l’impasto senza frullare Non appena il composto si sarà amalgamato Compattate velocemente con le mani, così non si svilupperà il glutine, giusto il tempo di ottenere un panetto liscio ed omogeneo. Avvolgetelo nella pellicola trasparente lasciandolo riposare in frigorifero per almeno mezzora (anche se più la frolla sta in frigo più il glutine si rilasserà e il burro avrà tempo per raffreddarsi, 10-12 ore sarebbe ancora meglio) Trascorso questo tempo riprendete la frolla che potrete utilizzare nelle varie ricette di crostate e biscotti. Per tirare bene la frolla sarà sufficiente sistemarla su un piano da lavoro leggermente infarinato (in alternativa tra due fogli di carta forno) e batterla per qualche istante con il matterello, così da restituire plasticità e un po’ di calore La vostra pasta frolla è pronta: buone ricette!"
57,Cornetti salati,Antipasti,https://ricette.giallozafferano.it/Cornetti-salati.html,12,"[['Pasta Sfoglia', '460g'], ['Pancetta arrotolata', '50g'], ['Edamer', '50g'], ['Semi di sesamo', '1cucchiaio'], ['Salmone affumicato', '100g'], ['Robiola', '50g'], ['Prezzemolo', 'q.b.'], ['Basilico', 'q.b.'], ['Semi di sesamo nero', '1cucchiaio'], ['Tuorli', '1'], ['Latte intero', 'q.b.'], ['Acqua', 'q.b.']]","Per realizzare i cornetti salati, per prima cosa preparate la crema di robiola: tritate finemente il prezzemolo e il basilico versateli in una ciotolina insieme alla robiola Ora potete occuparvi della pasta sfoglia: prendete uno dei due rotoli e sistematelo con il lato lungo del rettangolo di fronte a voi, poi dividetelo a metà con un coltello Spennellate uno dei due rettangoli ottenuti con poca acqua poi sovrapponetelo all’altro così da formare un rettangolo dallo spessore doppio Ricavate dal rettangolo ottenuto 5 triangoli con base di 8 cm Ripetete la stessa operazione anche con il secondo rotolo di pasta sfoglia: in tutto dovrete ottenere 12 triangoli.A questo punto tirate delicatamente la sfoglia aggiungete una fetta di pancetta arrotolata e ripiegate l’estremità della base su se stessa poi continuate ad arrotolare la sfoglia fino all’altra estremità tirando contemporaneamente con la mano per allungare leggermente la punta del triangolo. Procedete nello stesso modo anche per i cornetti con crema di robiola che sistemerete sempre alla base del triangolo. Non esagerate con le quantità del ripieno per non rischiare che fuoriesca durante la cottura.Man mano che i cornetti sono pronti, sistemateli su una leccarda foderata con carta forno e spennellateli con il composto di latte e tuorlo che avrete precedentemente sbattuto insieme Decorate i cornetti con i semi di sesamo per differenziarli: noi abbiamo utilizzato i semi di sesamo neri per i cornetti al salmone e robiola e i semi di sesamo bianchi per i cornetti con edamer e pancetta. Cuocete in forno statico preriscaldato a 195° per circa 25 minuti, fino a che non saranno belli dorati Lasciate leggermente intiepidire e servite i vostri gustosi cornetti salati!"
58,Spaghetti allo scoglio,Primi piatti,https://ricette.giallozafferano.it/Spaghetti-allo-scoglio.html,4,"[['Spaghetti', '320g'], ['Cozze', '1kg'], ['Vongole', '1kg'], ['Calamari', '300g'], ['Scampi', '8'], ['Pomodorini ciliegino', '300g'], [""Olio extravergine d'oliva"", '4'], ['Aglio', '1'], ['Prezzemolo', '1'], ['Vino bianco', '40g'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.']]","Per preparare gli spaghetti allo scoglio cominciate dalla pulizia di cozze e vongole. Queste ultime dovrete sciacquarle più volte sotto acqua corrente poi aiutatevi con una paglietta d’acciaio nuova pulite bene il guscio Prima di cuocere, battete una ad una le vongole su un tagliere o nel lavandino con il taglio della conchiglia rivolto verso il basso: se noterete sabbia andrà scartata Scaldate l'olio in un tegame piuttosto capiente e quando sarà ben caldo versate le vongole e le cozze Una volta aperte le cozze e vongole togliete il coperchio versatele in un recipiente non gettate il liquido di cottura ma filtratelo per eliminare eventuali impurità e residui di sabbia. Tenetelo da parte in caldo Sgusciate sia le vongole che le cozze tenendo da parte alcuni molluschi con guscio per guarnire il piatto Se non li utilizzate già puliti, potete dedicarvi alla dopodiché tagliatelo a listarelle Passate agli scampi: con le forbici tagliate sui lati della coda eliminando così la corazza che ricopre l’addome Poi con uno stuzzicadenti cercate di eliminare l'intestino, il filetto nero presente nello scampo. In questo modo non rilascerà un sapore amaro. Eliminate solo la corazza e conservate testa e chele. Infine lavate i pomodorini e tagliateli a spicchi Mettete a bollire l'acqua per la pasta, da salare a bollore. Intanto rosolate spicchio d’aglio con olio quando sarà imbiondito versate i calamari insieme ad un pizzico di sale Cuocete 5 minuti poi sfumate con il vino bianco Lasciate evaporare l’alcol, eliminate l’aglio Cuocete ancora 5 minuti. A questo punto potete inizare la cottura degli spaghetti Aggiungete anche gli scampi al sugo salate e pepate. Scolate direttamente in padella gli spaghetti, quando mancano 5 minuti al termine della cottura Proseguite la cottura versando al bisogno l’acqua di cottura di cozze e vongole che avete tenuto da parte Per ultime aggiungete anche le cozze e le vongole "
59,Pasta per il pane,Lievitati,https://ricette.giallozafferano.it/Pasta-per-il-pane.html,4,"[['Farina Manitoba', '150g'], ['Farina 00', '350g'], ['Acqua', '350g'], ['Lievito di birra fresco', '7g'], ['Sale fino', '8g'], ['Malto', '1cucchiaino']]","Per preparare la pasta per il pane come prima cosa iniziate a sciogliere il lievito di birra fresco nell'acqua a temperatura ambiente Poi versate in una ciotola capiente sia la farina 00 che la manitoba  A questo punto iniziate a mescolare con una mano e con l'altra versate l'acqua poco per volta unitene circa la metà e quando sarà completamente assorbita aggiungete anche il sale Impastate nuovamente e aggiungete il resto dell'acqua sempre poco per volta sempre continuando ad impastare. Una volta che avrete aggiunto anche l'ultima parte di acqua continuate ad impastare all'interno della ciotola per una decina di minuti fino a che l'impasto non sarà ben incordato. Se preferite potete realizzare questi passaggi utilizzando un'impastatrice dotata di gancio, partendo da una velocità moderata e aumentandola leggermente all'ultimo. A questo punto lasciate riposare l'impasto per una decina di minuti, non servirà coprirlo Quando l'impasto sarà ben rilassato trasferitelo su un piano leggermente infarinato aiutandovi con un tarocco quindi ripiegate due dei 4 lembi esterni verso il centro Ripiegate anche gli altri due lembi di pasta verso il centro Passate quindi alla pirlatura, roteandolo con le mani sul piano in modo da dargli una forma rotonda Trasferitelo poi in una ciotola leggermente infarinata coprite con la pellicola per alimenti Se la temperatura è piuttosto alta basterà lasciarlo in cucina, lontano da correnti d'aria; d'inverno invece è consigliabile lasciar lievitare l'impasto in forno spento solo con la luce accesa. A questo punto trasferite l'impasto su un piano leggermente infarinato poi capovolgetelo e pirlatelo Non appena avrete ottenuto una forma rotonda trasferitelo su una leccarda da forno precedentemente infarinata coprite con un panno umido scaldate il forno statico a 250°e utilizzando un taglierino realizzate delle incisioni decorative (25-26). A questo punto diminuite la temperatura del forno a 230° e inserite una ciotolina colma d'acqua sul fondo, servirà a favorire la giusta umidità. Infornate il pane nel ripiano centrale e cuocete per 20 minuti, poi abbassate la temperatura a 180°, estraete la ciotolina d'acqua e proseguite la cottura per altri 35 minuti, simulando la valvola aperta, ovvero aprendo leggermente lo sportello del forno e incastrandovi una presina in modo da bloccarlo e lasciarlo socchiuso; in questo modo il pane risulterà più asciutto. Una volta sfornato lasciatelo intiepidire prima di affettarlo! "
60,Focaccia (fügassa) alla genovese,Lievitati,https://ricette.giallozafferano.it/Focaccia-fugassa-alla-genovese.html,8,"[['Farina 00', '400g'], ['Farina Manitoba', '250g'], ['Acqua', '335g'], ['Sale fino', '13g'], ['Malto', '10g'], ['Lievito di birra fresco', '18g'], [""Olio extravergine d'oliva"", '30g'], [""Olio extravergine d'oliva"", '30g'], [""Olio extravergine d'oliva"", '60g'], ['Sale', '10g'], ['Acqua', '200g']]","Per preparare la focaccia genovese versate in una ciotola la farina manitoba e la farina 00 Miscelate con una marisa poi formate un leggero buco al centro e versate quasi tuta l'acqua Mescolate ancora per far assorbire l'acqua poi unite il malto Mescolate, poi versate l'acqua rimasta Una volta che il sale si sarà integrato alla farina potrete aggiungere il lievito di birra sbriciolato Ancora qualche giro di marisa e l'impasto è pronto Se è rimasta un po' di farina non assorbita, non importa: si assorbirà lavorandola, facendo delle pressioni con il palmo della mano mentre impastate, proprio a ""strappare l'impasto"" replicando il movimento della macchina. Dopo pochi minuti, quando vedete che la maglia glutinica prende forma, quindi l'impasto risulta più omogeno e quasi elastico, versate l'olio sull'impasto Continuate a lavorare sul piano per far assorbire tutto l'olio sempre impastando energicamente. In base al tipo di farina utilizzato, mentre lavorate, potrebbe essere necessario spolverizzare con pochissima farina. In tutto ci vorranno 13-15 minuti per ottenere un impasto liscio ed omogeneo. Potete coprirlo e lasciarlo riposare per qualche minuto Quindi togliete il canovaccio Chiudete l'impasto roteandolo sul piano noterete che in pochissimi secondi diventerà liscio. Dividete l'impasto in due pezzi da 500 g date una forma rettangolare schiacciandolo con le mani e date una piega a tre. Per farlo potete ripiegare l'impasto su se stesso, portando un lembo verso l'interno e poi ripiegando ancora, lasciando una linea sotto Ripetete la stessa operazione anche per l'altra metà di impasto. Coprite con un panno Togliete il canovaccio prendete uno dei due panetti e mantenete l'altro coperto. Ungete la prima teglia 30x40 con 15 g di olio, senza andare negli angoli perchè ci andrà da solo Posizionate il panetto su un piano infarinato, schiacciatelo con le dita per allargarlo, sempre utilizzando solo indice, medio e anulare quindi 3 dita della mano Poi passate a stendere l'impasto con un mattarello, girando l'impasto di tanto in tanto in modo da mantenere una forma rettangolare Passate le mani sotto l'impasto, quindi giratele in modo che il dorso delle mani sollevi l'impasto per adagiarlo senza ledere la pasta sulla teglia fino a ricoprire il 70-80% Coprite con un panno A questo punto spolverizzate la focaccia con poca farina schiacciate bene con la punta delle dita stendendo l'impasto su tutta la teglia, partendo dal perimetro per creare un piccolo bordo E' importante che l'impasto aderisca bene alla teglia, in questo modo quando verserete sopra la salamoia, non finirà sul fondo. Lisciate il più possibile con il palmo delle mani la superficie coprite di nuovo e lasciate riposare per un'ora A questo punto preparate la salamoia mescolando insieme acqua e sale fino a che non sarà ben sciolto Scoprite la focaccia, spolverizzatela con pochissima farina Quando avrete quasi terminato di realizzare tutti i fori, ruotate la teglia, in questo modo sarà più semplice realizzare tutti i fori anche lungo il bordo rimasto Ora versate al centro di ogni focaccia 30 g di olio e 90 g di salamoia Poi spargetela delicatamente con la mano in modo da riempire tutti i buchi. Lasciate lievitare per altri 40-45 minuti, questa volta senza coprirla Cuocete in forno statico preriscaldato a 230° per 15 minuti (se il forno è molto potente, consigliamo in caso di modificare temperatura, ma non la tempistica. E' bene non cuocere oltre i 15 minuti per non far asciugare troppo la focaccia). Quando la superficie risulterà dorata potrete sfornare la vostra focaccia "
61,Muffin al cioccolato,Dolci,https://ricette.giallozafferano.it/Muffin-al-cioccolato.html,12,"[['Cacao amaro in polvere', '70g'], ['Farina 00', '300g'], ['Zucchero', '300g'], ['Burro', '150g'], ['Cioccolato fondente', '100g'], ['Uova', '220g'], ['Latte intero', '180g'], ['Lievito in polvere per dolci', '6g'], ['Bicarbonato', '2g']]","Per preparare i muffin al cioccolato cominciate versando nella tazza della planetaria il burro a pomata (cioè molto morbido) e lo zucchero Azionate la frusta e lasciate mescolare per qualche minuto, fin quando non sarà diventato una crema morbida Se non avete la planetaria potrete utilizzare le fruste elettriche oppure quella a mano. Poi unite le uova a temperatura ambiente e leggermente sbattute un po’ alla volta In questo modo il composto si amalgamerà alla perfezione diventando una massa morbida ed omogenea Nel frattempo sistemate un setaccio in un recipiente e versate la farina ed il cacao poi il lievito per dolci ed il bicarbonato L’impasto a questo punto sarà molto consistente quindi allegeritelo aggiungendo il latte a filo, sempre a temperatura ambiente Sminuzzate il cioccolato al coltello, ottenendo dei pezzettini grandi circa 0,5 mm Mescolate accuratamente con una spatola per inglobare il tutto Sistemate i pirottini in una leccarda da muffin e spremete circa 100 grammi di impasto così da ottenere 12 tortine Cuocete in forno preriscaldato ed in modalità statica a 180° per 28-30 minuti, facendo la prova stecchino per verificarne la cottura "
62,Polpette al sugo,Secondi piatti,https://ricette.giallozafferano.it/Polpette-al-sugo.html,24,"[['Manzo', '220g'], ['Salsiccia', '165g'], ['Pane raffermo', '30g'], ['Parmigiano Reggiano DOP', '25g'], ['Uova', '1'], ['Prezzemolo', '1cucchiaio'], ['Origano', '1pizzico'], ['Noce moscata', '1pizzico'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.'], [""Olio extravergine d'oliva"", 'q.b.'], ['Passata di pomodoro', '350g'], ['Acqua', '50g'], ['Sale fino', '5g'], ['Origano', 'q.b.'], ['Pepe nero', 'q.b.']]","Per preparare le polpette al sugo iniziate con l’impasto: tagliate la mollica in pezzi e versatela in un mixer dotato di lame Tenete da parte la mollica e eliminate lo spago dalle salsicce incidetele delicatamente nel senso della lunghezza Con la lama di un coltello o con una forchetta schiacciate la carne dopodiché versatela in un recipiente insieme alla carne trita Poi aggiungete l'origano, un pizzico di noce moscata grattugiata ed il prezzemolo tritato Infine il Parmigiano grattugiato e la mollica che avete tritato precedentemente insieme all'uovo e impastate il tutto con le mani aggiustando di sale e di pepe Con l’impasto ottenuto andate a formare delle sfere del peso di 20 grammi l’una prelevando un pezzetto di impasto e amalgamandolo con entrambe le mani: con le nostre dosi dovrete ottenere 24 polpettine Non appena tutte le polpette saranno pronte, fate scaldare l’olio in una pentola antiaderente e, quando l'olio sarà ben caldo, adagiate le polpette lasciandole cuocere da entrambe i lati per un paio di minuti Versate la polpa di pomodoro versate l'acqua, aggiustate di sale, aromatizzate con pepe "
63,Gnocchi di patate,Primi piatti,https://ricette.giallozafferano.it/Gnocchi-di-patate.html,4,"[['Patate rosse', '1kg'], ['Farina 00', '300g'], ['Uova', '1'], ['Sale fino', 'q.b.'], ['Semola di grano duro rimacinata', 'q.b.'], ['Patate rosse', '1kg'], ['Farina 00', '350g'], ['Sale fino', '15g'], ['Semola di grano duro rimacinata', 'q.b.']]","Per preparare gli gnocchi di patate cominciate lessando queste ultime: in una pentola capiente sistemate le patate e coprite con abbondante acqua fredda Dal momento in cui l’acqua sarà a bollore contate circa 30-40 minuti, a seconda della loro grandezza. Fate la prova forchetta e se i rebbi entreranno senza difficoltà nel mezzo allora potrete scolarle. Schiacciate le patate mentre sono ancora calde sulla farina che avrete setacciato sulla spianatoia e che avrete disposto a fontana Impastate il tutto con le mani Ricordate che se li lavorerete troppo gli gnocchi diventeranno duri durante la cottura, quindi limitatevi ad impastare il tempo necessario. Prelevate una parte di impasto e stendetelo con le punte delle dita per ottenere dei filoncini spessi 2 centimetri Tagliate i filoncini a tocchetti Se non avete il rigagnocchi potete utilizzare una forchetta e trascinarli sui rebbi; anche in questo caso, utilizzate la farina di semola per evitare che si appiccichino. Man a mano che preparate gli gnocchi di patate sistemateli su un vassoietto con un canovaccio leggermente infarinato, ben distanziati l'uno dall'altro Se intendete cuocerli potrete versarne pochi per volta in acqua bollente e salata; non appena verranno a galla gli gnocchi si ritengono cotti e quindi pronti per essere scolati e conditi.Schiacciate le patate ancora calde sulla spianatoia con l’aiuto di uno schiacciapatate, aggiungete la farina e il sale Prelevate una porzione di impasto per volta e stendetela con la punta delle dita per formare dei filoncini dello spessore di 2 cm Tagliate i filoncini a tocchetti Cuocete gli gnocchi senza uova in abbondante acqua bollente salata e scolateli non appena verranno a galla."
64,Gnocchi alla sorrentina,Primi piatti,https://ricette.giallozafferano.it/Gnocchi-alla-sorrentina.html,4,"[['Patate rosse', '1kg'], ['Farina 00', '300g'], ['Uova', '1'], ['Sale fino', 'q.b.'], ['Semola', 'q.b.'], ['Passata di pomodoro', '600g'], ['Basilico', '6'], ['Aglio', '1'], [""Olio extravergine d'oliva"", 'q.b.'], ['Sale fino', 'q.b.'], ['Mozzarella', '250g'], ['Parmigiano Reggiano DOP', '70g']]","Per preparare gli gnocchi alla sorrentina iniziate dalle patate per realizzare gli gnocchi: lavatele sotto acqua corrente per eliminare l'eventuale terriccio, poi versatele in un tegame capiente, unite l'acqua salate a piacere insaporite con le foglioline di basilico, poi coprite con il coperchio schiacciate al centro della fontana di farina le patate ancora calde con l'apposito schiacciapatate Versate sulle patate l'uovo quindi iniziate ad impastare giusto il tempo di compattare Copritelo con un canovaccio asciutto e pulito. Mettete a bollire in un tegame capiente l'acqua per cuocere gli gnocchi e salate a bollore; intanto prelevate man a mano una porzione di impasto e realizzate dei bigoli dello spessore di circa 2-3 cm Spolverizzate con un po' di semola e ricavate gli gnocchi da ogni filoncino aiutandovi con un tarocco Per dare la classica rigatura potete utilizzare un rigagnocchi Man a mano che li preparerete, potrete disporre gli gnocchi su un vassoio foderato con un canovaccio pulito e leggermente cosparso di semola Una volta pronti gli gnocchi, togliete l'aglio dal sugo Lessate gli gnocchi versandoli nel tegame almeno in 2-3 mandate Mescolate delicatamente con un cucchiaio In una pirofila, versate il restante sugo sul fondo, quindi irrorate con un filo d'olio Condite con uno strato di mozzarella tagliata a dadini Proseguite poi con un altro strato di gnocchi la mozzarella e il Parmigiano restanti (28-29). Infornate i vostri gnocchi alla sorrentina in forno statico preriscaldato a 250° in modalità grill per 5 minuti. Serviteli ben caldi e fumanti "
65,Ravioli cinesi al vapore,Primi piatti,https://ricette.giallozafferano.it/Ravioli-cinesi-al-vapore.html,18,"[['Farina 00', '250g'], ['Acqua', '115g'], ['Sale fino', '1pizzico'], ['Maiale', '250g'], ['Cavolo cappuccio', '80g'], ['Cipollotto fresco', '30g'], ['Acqua', '40g'], ['Vino di riso', '10g'], ['Salsa di soia', '2'], ['Sale fino', 'q.b.'], ['Pepe bianco', 'q.b.'], ['Cavolo cappuccio', '1']]","Per realizzare i ravioli cinesi al vapore, per prima cosa preparate l’impasto: versate la farina in una ciotola e formate una fontana poi aggiungete un pizzico di sale Continuate a impastare con le mani per compattare gli ingredienti poi trasferite il composto sul piano di lavoro leggermente infarinato e formate un panetto Riponete il panetto nella ciotola coprite con un canovaccio e lasciate riposare per 30 minuti in un luogo fresco e asciutto.Nel frattempo dedicatevi al ripieno: tritate finemente il cipollotto, compresa la parte verde del gambo poi fate lo stesso con il cavolo cappuccio Trasferite il cipollotto e il cavolo cappuccio tritati in una ciotola capiente Aggiungete la carne macinata la salsa di soia chiara sale e pepe Unite anche il vino di riso poi lasciate riposare per 10 minuti.Esistono 2 modi per lavorare l’impasto, uno tradizionale e uno più moderno. Vi mostriamo il metodo tradizionale: formate un filoncino di pasta sul piano leggermente infarinato Aggiungete ancora un po’ di farina e schiacciate i pezzetti di impasto col palmo della mano per creare dei dischi. Poi utilizzate un mattarello per assottigliare solo i bordi del disco di pasta mentre con l'altra mano lo fate ruotare In questo modo risulterà più spesso al centro, dove viene collocato il ripieno, e più sottile ai bordi, che verranno uniti durante la chiusura. Se non avete molta manualità potete procedere con il secondo metodo: in questo caso stendete l’impasto con l’aiuto della macchina della pasta fino allo spessore di 1 mm, poi ricavate dei dischi con un coppapasta del diametro di 8 cm.A questo punto potete formare i ravioli: adagiate un disco di pasta sul palmo della mano sinistra e spalmate un po’ di ripieno al centro con l’aiuto di un coltello, lasciando liberi i bordi Posizionate il pollice su un lato del disco e le altre dita sul lato opposto, poi pizzicate insieme i bordi con le dita della mano destra andando da un’estremità all’altra Se la pasta dovesse seccarsi, potete inumidire i bordi con un pochino di acqua per farli aderire meglio.Per chi non ha molta manualità, anche in questo caso esiste un altro metodo: tenete il disco fra le dita come descritto in precedenza e unite i bordi al centro, premendo per attaccarli Con l'indice piegate la sfoglia da un lato e premete per sigillarla poi fate la stessa cosa dall’altra parte utilizzando le altre dita Quando avrete chiuso tutti i ravioli, procedete con la cottura: potete utilizzare una normale vaporiera o una di bambù. Foderate il fondo con una foglia di cavolo cappuccio, rompendo leggermente i lati per renderla più piatta poi adagiate sopra i ravioli ben distanziati l’uno dall’altro Portate l’acqua nella vaporiera a bollore (se avete quella di bambù potete utilizzare un wok), poi abbassate leggermente la fiamma e posizionate il contenitore con il coperchio. Cuocete per circa 8 minuti I vostri ravioli cinesi al vapore sono pronti per essere gustati!"
66,Focaccia morbida,Lievitati,https://ricette.giallozafferano.it/Focaccia-morbida.html,6,"[['Farina 00', '500g'], ['Acqua', '300g'], [""Olio extravergine d'oliva"", '20g'], ['Sale fino', '5g'], ['Lievito di birra fresco', '4g'], ['Fiocchi di sale', 'q.b.'], ['Rosmarino', 'q.b.'], [""Olio extravergine d'oliva"", '30g'], ['Acqua', '15g'], [""Olio extravergine d'oliva"", 'q.b.']]","Per preparare la focaccia morbida per prima cosa versate il lievito sbriciolato nell’acqua Versate la farina nella ciotola della planetaria dotata di gancio Unite l’acqua con il lievito Quando l’impasto sarà ben liscio e omogeneo, arrestate la planetaria. Ci vorranno circa 10 minuti Oleate con un filo d’olio il piano di lavoro quindi rovesciate l'impasto Lavoratelo con le mani Trasferitelo quindi in una ciotola e coprite con pellicola Lasciate lievitare per 2 ore a temperatura ambiente. Trascorso questo tempo riprendete l’impasto lievitato ungete accuratamente con l’olio una teglia alta 5 cm con 26 cm di diametro Ponete al centro l'impasto e stendetelo su tutta la superficie della teglia con le mani Coprite con la pellicola Trascorso il tempo di lievitazione, riprendete l'impasto e pressate la superficie con la punta delle dita per creare i tipici buchi della focaccia quindi distribuite sopra la salamoia Aggiungete anche gli aghi di rosmarino fatela intiepidire e sformatela quindi servitela ancora calda "
67,Cannelloni ricotta e spinaci,Primi piatti,https://ricette.giallozafferano.it/Cannelloni-ricotta-e-spinaci.html,8,"[['Farina 00', '100g'], ['Uova', '55g'], ['Spinaci', '250g'], ['Ricotta vaccina', '150g'], ['Uova', '1'], ['Aglio', '1'], [""Olio extravergine d'oliva"", 'q.b.'], ['Grana Padano DOP', '50g'], ['Noce moscata', '1pizzico'], ['Pepe nero', 'q.b.'], ['Sale fino', 'q.b.'], ['Latte intero', '500g'], ['Farina 00', '37g'], ['Burro', '50g'], ['Sale fino', '1pizzico'], ['Noce moscata', 'q.b.'], ['Pepe nero', '1pizzico'], ['Grana Padano DOP', 'q.b.']]","Per preparare i cannelloni ricotta e spinaci iniziate a realizzare la pasta all'uovo. Versate la farina all'interno di una ciotola, tenendone un po' da parte; aggiungete l'uovo leggermente sbattuto, Quindi trasferite l'impasto su una spianatoia e lavoratelo ancora aggiungendo la farina tenuta da parte al bisogno.Dovrete ottenere un composto liscio ed omogeneo, sodo ed elastico, a cui darete una forma sferica A questo punto avvolgetelo con della pellicola per alimenti ben lavati e scolati.Salate e lasciate cuocere coperti per circa 5 minuti fino a quando saranno appassiti Una volta cotti lasciateli intiepidire e intanto preparate la besciamella. Per prima cosa dovrete scaldare il latte. Ora versate il burro in un altro tegame e lasciatelo fondere completamente. A questo punto aggiungete la farina setacciata Mescolate di continuo e insaporite la vostra besciamella aggiungendo un pizzico di sale, del pepe e una grattata di noce moscata Continuate a cuocere a fiamma moderata per 5-6 minuti, fino ad ottenere la densità voluta, quindi trasferite la besciamella in una ciotola di vetro e coprite con la pellicola a contatto A questo punto gli spinaci saranno freddi, trasferiteli su un tagliere e tritateli grossolanamente con un coltello Versateli in una ciotola capiente, unite la ricotta mescolate con una forchetta e aggiungete anche le uova Salate, pepate, unite della noce moscata e mescolate il tutto. In ultimo aggiungete il formaggio grattugiato Amalgamate bene gli ingredienti A questo punto trasferite il composto in un sac a poche e riponetelo in frigorifero fino al momento dell'utilizzo. Riprendete il vostro panetto di pasta all'uovo che avrà riposato e raggiunto la giusta elasticità e dividetelo in due Tirate ogni parte di impasto con la macchina sfogliatrice fino al numero 8 in modo da ottenere una sfoglia spessa circa 2 mm. In mancanza della macchina stendi pasta, potete stendere la sfoglia a mano, utilizzando un mattarello leggermente infarinato.Ricavate dei rettangoli 9x14 cm o comunque tenendo conto della larghezza della vostra teglia. Una volta ottenuti i vostri rettangoli di pasta scottateli uno per volta per circa 1 minuto in acqua bollente, leggermente salata Scolateli e trasferiteli su un vassoio dove avrete posto un panno da cucina è importante stendere perfettamente i vari rettangoli senza sovrapporli, se preferite potete passarli in acqua fredda per bloccarne la cottura. Ponete al centro della sfoglia di pasta circa 100 gr di ripieno con la sac a poche Quindi arrotolate la sfoglia su se stessa per formare dei cilindri Stendete ora 2 cucchiai abbondanti di besciamella in una pirofila Posizionate i vostri cannelloni all'interno della teglia spargendola bene Spolverizzate con il formaggio grattugiato "
68,Farinata di ceci,Torte salate,https://ricette.giallozafferano.it/Farinata-di-ceci.html,8,"[['Acqua', '900ml'], ['Farina di ceci', '300g'], [""Olio extravergine d'oliva"", '50g'], ['Sale fino', '10g'], [""Olio extravergine d'oliva"", '70g']]","Per preparare la farinata, ponete in una terrina la farina di ceci Mescolate il tutto per bene facendo attenzione a non formare grumi, fino ad ottenere un composto liquido e omogeneo Coprite con della pellicola Aggiungete al composto 50 g di olio Ungete 3 teglie di 32 cm di diametro con la restante quantità di olio (la tradizione prevederebbe teglie di rame o alluminio, ma potete utilizzare anche una semplice teglia antiaderente), e con un mestolo distribuitevi il composto di ceci Uniformate lo spessore con l’aiuto di una forchetta "
